iter	Logloss
320	0.3626911626
321	0.3625966901
322	0.3624836965
323	0.3623329593
324	0.3621983721
325	0.3621539578
326	0.3619790444
327	0.3618317375
328	0.3616924766
329	0.3615791977
330	0.3613502283
331	0.3612711746
332	0.3610989575
333	0.3606030409
334	0.3604661808
335	0.3602862974
336	0.3601015281
337	0.3599034486
338	0.3597984643
339	0.3597114319
340	0.3596069294
341	0.3595085306
342	0.3593877609
343	0.3592748613
344	0.3591378989
345	0.3587256244
346	0.3585990309
347	0.3584071129
348	0.3582972389
349	0.358211209
350	0.3581648398
351	0.3581238246
352	0.3578871889
353	0.3576991164
354	0.3575115829
355	0.3573760798
356	0.3572839083
357	0.3571391736
358	0.3569913291
359	0.3565426389
360	0.3565061181
361	0.3562908126
362	0.3562273972
363	0.3560703011
364	0.3559761981
365	0.3557804026
366	0.3557337568
367	0.3553721826
368	0.3552942334
369	0.3551725546
370	0.3550092298
371	0.3549263252
372	0.3547734234
373	0.354576862
374	0.3544378547
375	0.3543417253
376	0.3541605459
377	0.3539966613
378	0.3538878095
379	0.3537555256
380	0.3536573736
381	0.3536185637
382	0.3535357041
383	0.3534881055
384	0.3533762987
385	0.3531979037
386	0.3530398209
387	0.352940134
388	0.3528372162
389	0.3527011901
390	0.3525424775
391	0.3523822482
392	0.3522654104
393	0.3521711048
394	0.352056739
395	0.3519672012
396	0.351837092
397	0.3517441751
398	0.3515036351
399	0.351384703
400	0.3512327262
401	0.3510804694
402	0.3509756126
403	0.3508437801
404	0.3507357324
405	0.3506405324
406	0.3505487744
407	0.3504305577
408	0.3501868041
409	0.3500284048
410	0.349869158
411	0.3497351404
412	0.349534179
413	0.3494237364
414	0.3492855683
415	0.3491723103
416	0.3491320414
417	0.349066145
418	0.3489807667
419	0.3488326937
420	0.3487020101
421	0.3485190234
422	0.3484850453
423	0.3483529986
424	0.3481507574
425	0.3479950257
426	0.3478544396
427	0.3477464707
428	0.3476561346
429	0.3475771897
430	0.3474688201
431	0.3473686725
432	0.3472603458
433	0.3470763931
434	0.3470403633
435	0.3468775962
436	0.3468228191
437	0.3467000651
438	0.3466508551
439	0.3465394718
440	0.3463915119
441	0.3462696935
442	0.3461800663
443	0.3459992353
444	0.3458975073
445	0.3457560648
446	0.3456414868
447	0.3455255199
448	0.3453240793
449	0.3451800233
450	0.3450816985
451	0.344857222
452	0.3446933553
453	0.3445889894
454	0.3444760449
455	0.3443246618
456	0.3441156539
457	0.3439845517
458	0.343869594
459	0.3437413494
460	0.3436471431
461	0.3435959435
462	0.3434805666
463	0.343380355
464	0.3432234965
465	0.3430898513
466	0.3429338559
467	0.3428266774
468	0.3424876272
469	0.3424157287
470	0.3423191152
471	0.3422422471
472	0.3421216229
473	0.3419851299
474	0.3417760536
475	0.3416712131
476	0.3415568275
477	0.3414248155
478	0.3413908309
479	0.3412713823
480	0.3411398943
481	0.340731369
482	0.340563262
483	0.3404603121
484	0.3403162393
485	0.3401755058
486	0.3400658221
487	0.3400281075
488	0.3398759613
489	0.3396962782
490	0.3396359566
491	0.3394550494
492	0.3393617061
493	0.339295499
494	0.3392532278
495	0.3391654585
496	0.3389878089
497	0.3389070224
498	0.3387777644
499	0.3386476684
500	0.3385444033
501	0.3384769708
502	0.3383649882
503	0.3382464898
504	0.3382060592
505	0.3380521779
506	0.3379223087
507	0.3378575027
508	0.3377576235
509	0.3376952567
510	0.3375404376
511	0.3374574026
512	0.3373892324
513	0.3372722711
514	0.3371980423
515	0.3371079584
516	0.3370222888
517	0.3367917827
518	0.3366978149
519	0.3366230732
520	0.3365439735
521	0.3364283793
522	0.336319687
523	0.3361792636
524	0.3361109074
525	0.3360275161
526	0.3357433955
527	0.3356238106
528	0.3355957735
529	0.3355184686
530	0.3353978694
531	0.3352948344
532	0.3352182225
533	0.3347815104
534	0.3346784988
535	0.334368361
536	0.3342691291
537	0.3341725925
538	0.334038321
539	0.3339236313
540	0.3338533835
541	0.3337891001
542	0.3336832161
543	0.3335783509
544	0.3334904825
545	0.3332970921
546	0.333180362
547	0.333097528
548	0.3329419518
549	0.3327459452
550	0.3325858426
551	0.332462314
552	0.3323337171
553	0.3322896723
554	0.3322463327
555	0.3321548067
556	0.3320738388
557	0.3320223487
558	0.3318780754
559	0.3317259382
560	0.3316273429
561	0.3314674857
562	0.331359231
563	0.3313008316
564	0.3312131146
565	0.3310508776
566	0.3309027714
567	0.3308433258
568	0.3308186358
569	0.3307527444
570	0.3306958357
571	0.3306079921
572	0.3304729968
573	0.3303443307
574	0.3302250414
575	0.330029611
576	0.3299039724
577	0.3298423885
578	0.3297977327
579	0.3296938393
580	0.3296462833
581	0.3295375056
582	0.3294241198
583	0.3293606927
584	0.329293065
585	0.3291662598
586	0.3289702785
587	0.3288020078
588	0.3287012619
589	0.3285832747
590	0.3284806127
591	0.3283914888
592	0.328351764
593	0.3282679313
594	0.3282077622
595	0.3281256216
596	0.3280099745
597	0.3277511816
598	0.3276620392
599	0.3275044897
600	0.3274089337
601	0.3273603144
602	0.3273166723
603	0.3272429928
604	0.3271638344
605	0.3270596807
606	0.3270282017
607	0.3269903711
608	0.3269131561
609	0.3268563854
610	0.3267896514
611	0.3266732137
612	0.3265318561
613	0.3264200005
614	0.3262390279
615	0.3261338557
616	0.3259672947
617	0.325863852
618	0.3257646823
619	0.3256315106
620	0.3254936118
621	0.3254160773
622	0.3253533963
623	0.3252400259
624	0.3251520587
625	0.3251128047
626	0.3250317085
627	0.3249079947
628	0.3247734451
629	0.3246845242
630	0.3246166472
631	0.324544319
632	0.3243893235
633	0.3243318438
634	0.3242798069
635	0.3241919476
636	0.324140657
637	0.3240232879
638	0.3238044065
639	0.323696813
640	0.3236217238
641	0.3235443038
642	0.3234409034
643	0.3233601796
644	0.3232389937
645	0.3231403405
646	0.3229818519
647	0.3228285943
648	0.3227544632
649	0.3226782023
650	0.3226187571
651	0.3225534459
652	0.3224485391
653	0.3223321891
654	0.3222443767
655	0.3221708526
656	0.3220586681
657	0.3219330309
658	0.3218330669
659	0.3217651351
660	0.3216601116
661	0.3215505235
662	0.3214157999
663	0.3213149707
664	0.321224316
665	0.3210939263
666	0.3210725717
667	0.3210337851
668	0.321001896
669	0.3209411604
670	0.3208369819
671	0.3207088989
672	0.3206524679
673	0.3205983989
674	0.3205280472
675	0.3203886458
676	0.3203494787
677	0.3202678033
678	0.3201753967
679	0.3200872156
680	0.3199964881
681	0.3198697191
682	0.3197453904
683	0.319522814
684	0.3194494261
685	0.3193389683
686	0.3192683303
687	0.3191544633
688	0.3189991287
689	0.3189838664
690	0.318882241
691	0.3187942944
692	0.3187115203
693	0.3186509976
694	0.3185922972
695	0.3185388123
696	0.3184587862
697	0.3183659431
698	0.3183085318
699	0.3181643773
700	0.3179841817
701	0.3178872312
702	0.3177670194
703	0.3177190485
704	0.31761278
705	0.3174886904
706	0.3174016654
707	0.3173380112
708	0.3172565776
709	0.3171312281
710	0.3171050011
711	0.3169847547
712	0.3168928037
713	0.3167605372
714	0.3167123376
715	0.316640232
716	0.3165233648
717	0.3163931349
718	0.3163260616
719	0.3162411325
720	0.316159851
721	0.3160624537
722	0.3159540067
723	0.3158519681
724	0.3157787829
725	0.3156612134
726	0.3155918429
727	0.3155126784
728	0.31543388
729	0.3153237402
730	0.3152023867
731	0.3151192174
732	0.3150888872
733	0.3149921573
734	0.3149034118
735	0.3148318252
736	0.3146259075
737	0.314542946
738	0.3144725226
739	0.3143918548
740	0.3142372146
741	0.3141405059
742	0.3139941244
743	0.3138816617
744	0.3137816091
745	0.3137638325
746	0.313666815
747	0.3135920942
748	0.3134719903
749	0.313374238
750	0.3133233509
751	0.3132620758
752	0.3131361912
753	0.3130633923
754	0.3129665782
755	0.3128751853
756	0.3127271245
757	0.3126629694
758	0.3124969676
759	0.3123898743
760	0.3123350371
761	0.312265745
762	0.3120871402
763	0.3120423357
764	0.3119211571
765	0.3117438201
766	0.3116848143
767	0.3115154685
768	0.3114474816
769	0.3114023151
770	0.311248326
771	0.3111875904
772	0.3110761431
773	0.3109565297
774	0.3108509785
775	0.3107828463
776	0.3106607546
777	0.31056378
778	0.3104744912
779	0.3103951616
780	0.3102804484
781	0.3102231791
782	0.3101497666
783	0.3100550829
784	0.3099838828
785	0.3099095593
786	0.3098108022
787	0.3096949492
788	0.3095957689
789	0.3095142616
790	0.3094848441
791	0.3093823046
792	0.30930534
793	0.3092799322
794	0.3091601239
795	0.3090446391
796	0.308976039
797	0.3088688195
798	0.3088087937
799	0.3087044169
800	0.3086516881
801	0.3086062998
802	0.308549683
803	0.3084076069
804	0.3082942945
805	0.3082644094
806	0.3081685531
807	0.3080725566
808	0.3079760548
809	0.3078920903
810	0.3078128619
811	0.3077482156
812	0.3076771374
813	0.3075383319
814	0.3074046075
815	0.307354182
816	0.3072712341
817	0.3072139133
818	0.3071757327
819	0.3070198428
820	0.3069796394
821	0.3068331597
822	0.3067338186
823	0.3066384946
824	0.3065603542
825	0.3064580003
826	0.3063942713
827	0.3063092019
828	0.306215036
829	0.3061590171
830	0.3061328838
831	0.3060291911
832	0.3059789406
833	0.3058847373
834	0.3057814948
835	0.3056757897
836	0.3055643771
837	0.3054816153
838	0.3054389092
839	0.3053331921
840	0.3052819689
841	0.3052013955
842	0.305098647
843	0.3050147069
844	0.3049608973
845	0.3048220493
846	0.3047290853
847	0.3046381397
848	0.304603683
849	0.3045474749
850	0.3044403738
851	0.3043383294
852	0.3042881198
853	0.3042082039
854	0.3041574459
855	0.3040760958
856	0.3039947224
857	0.3039246459
858	0.3038237329
859	0.3037384569
860	0.303677908
861	0.303603856
862	0.3035355057
863	0.3034484351
864	0.3033389576
865	0.3032553272
866	0.3032076835
867	0.3031779704
868	0.3031054512
869	0.3030139674
870	0.3029375731
871	0.302902269
872	0.3028666411
873	0.3027217852
874	0.3026558169
875	0.3026000026
876	0.3025479609
877	0.3024358925
878	0.3024092233
879	0.3023421423
880	0.30228769
881	0.302145074
882	0.3020450135
883	0.301960749
884	0.3018303306
885	0.3017619835
886	0.3015918863
887	0.3015355064
888	0.3014608607
889	0.3013818228
890	0.3013468363
891	0.3013213739
892	0.3012227122
893	0.3011695886
894	0.3011482754
895	0.3010474844
896	0.3009782672
897	0.3009424048
898	0.300843816
899	0.300782221
900	0.3007286485
901	0.3006244152
902	0.3005365372
903	0.3004659942
904	0.3003377448
905	0.3002012757
906	0.3001412565
907	0.3000808228
908	0.3000454997
909	0.3000169785
910	0.2999659461
911	0.29987982
912	0.2998391444
913	0.2997848534
914	0.2996243086
915	0.299570406
916	0.2995092003
917	0.2994572633
918	0.2993412555
919	0.2992599048
920	0.2991224618
921	0.2990160315
922	0.2988832787
923	0.2987967919
924	0.2987002555
925	0.2984864931
926	0.2984124624
927	0.2982879472
928	0.298240035
929	0.2981983483
930	0.2981322609
931	0.2980609815
932	0.2979336211
933	0.2978819439
934	0.2978351802
935	0.2977815831
936	0.2977125464
937	0.2976450188
938	0.2975757482
939	0.2975121246
940	0.297468595
941	0.2973544084
942	0.2973221555
943	0.2972512574
944	0.2971670694
945	0.29710347
946	0.2970833343
947	0.2970353387
948	0.2969781084
949	0.2969095083
950	0.2968166517
951	0.2967456998
952	0.2966737664
953	0.2965791737
954	0.2965463927
955	0.2964657353
956	0.296379099
957	0.2962919905
958	0.2962671477
959	0.2961700648
960	0.2960533396
961	0.2959615967
962	0.2958188252
963	0.295735022
964	0.2956777032
965	0.2955920721
966	0.2955501835
967	0.2954498139
968	0.295387285
969	0.2953704041
970	0.2952952775
971	0.2952226174
972	0.2951799391
973	0.2951371466
974	0.2950777371
975	0.2950052512
976	0.2949489103
977	0.2948668343
978	0.2947532362
979	0.2946505619
980	0.2945805438
981	0.2945187428
982	0.2944168234
983	0.2943054342
984	0.2942417736
985	0.2941705195
986	0.2941066566
987	0.2940186873
988	0.2939452131
989	0.2938559152
990	0.2937849003
991	0.2937203499
992	0.2936522545
993	0.2935833043
994	0.2935070649
995	0.2934441667
996	0.2934371063
997	0.2933452798
998	0.2932756808
999	0.2932189245
1000	0.2931838715
1001	0.2931248751
1002	0.2931050273
1003	0.2930094651
1004	0.2929314294
1005	0.2928648662
1006	0.2928051553
1007	0.2927464104
1008	0.2927002781
1009	0.2926538382
1010	0.2925946735
1011	0.2925776365
1012	0.2925402135
1013	0.2924472496
1014	0.292380603
1015	0.2922667641
1016	0.2921943533
1017	0.2921720084
1018	0.2921187162
1019	0.2920898641
1020	0.2920147307
1021	0.2918883228
1022	0.291854953
1023	0.2917602595
1024	0.291700857
1025	0.2916358324
1026	0.2915781796
1027	0.291527136
1028	0.2914132485
1029	0.2913737815
1030	0.2912772608
1031	0.2912290356
1032	0.2911998713
1033	0.2911478361
1034	0.2910796649
1035	0.2910518403
1036	0.2909839626
1037	0.2908978072
1038	0.2908545184
1039	0.2907960233
1040	0.2907750871
1041	0.290711379
1042	0.2906877984
1043	0.2906674934
1044	0.2906198838
1045	0.2905670213
1046	0.2905293787
1047	0.2904288945
1048	0.2903671683
1049	0.2903388322
1050	0.2903057452
1051	0.2901853368
1052	0.2901079443
1053	0.2900329855
1054	0.2899429748
1055	0.2898689178
1056	0.2897258483
1057	0.2896756024
1058	0.2896304699
1059	0.289566197
1060	0.2894882622
1061	0.2894312978
1062	0.289343478
1063	0.289275988
1064	0.2892187845
1065	0.2891971899
1066	0.2891559657
1067	0.2890754237
1068	0.2889989244
1069	0.2889808911
1070	0.2888939229
1071	0.2887838172
1072	0.2887542948
1073	0.2886929556
1074	0.2885730562
1075	0.2885486745
1076	0.2885083282
1077	0.2884631564
1078	0.2883721608
1079	0.288279467
1080	0.2881656159
1081	0.2881039864
1082	0.2880676973
1083	0.2880087892
1084	0.2878936599
1085	0.2878306615
1086	0.287817823
1087	0.2877334065
1088	0.2876570765
1089	0.2876271099
1090	0.2875447382
1091	0.2874713774
1092	0.2873719543
1093	0.2873256958
1094	0.2872705851
1095	0.2872019755
1096	0.2871469173
1097	0.2871074516
1098	0.2870642626
1099	0.2870052023
1100	0.2868625725
1101	0.2868048266
1102	0.2867651304
1103	0.2867228023
1104	0.2866884032
1105	0.2865980913
1106	0.28651865
1107	0.2864975742
1108	0.2864791187
1109	0.2864420552
1110	0.2863772068
1111	0.2863203447
1112	0.2862689316
1113	0.286227198
1114	0.2861552219
1115	0.2860694706
1116	0.2860451963
1117	0.2860393159
1118	0.2859534877
1119	0.2858718133
1120	0.2858040105
1121	0.2857617189
1122	0.285696302
1123	0.2856295875
1124	0.2854745985
1125	0.2854205885
1126	0.285348613
1127	0.2853401313
1128	0.2852628954
1129	0.2852299419
1130	0.28513591
1131	0.2850708231
1132	0.2850203036
1133	0.2849586623
1134	0.2848945279
1135	0.2848498037
1136	0.2847980465
1137	0.2847535
1138	0.2846840624
1139	0.284623131
1140	0.2845460417
1141	0.2844802149
1142	0.2843702217
1143	0.2843073679
1144	0.284254869
1145	0.2842160879
1146	0.2841360477
1147	0.2840377937
1148	0.2839360931
1149	0.2839128311
1150	0.2838759305
1151	0.2838335167
1152	0.2837414997
1153	0.2836693255
1154	0.2836436909
1155	0.2835527643
1156	0.2834718999
1157	0.2833979238
1158	0.283336639
1159	0.2832708138
1160	0.283209521
1161	0.2831719183
1162	0.2831182819
1163	0.2830523893
1164	0.2830170515
1165	0.2829451308
1166	0.2828046917
1167	0.282801416
1168	0.2827465056
1169	0.2827194344
1170	0.2826341568
1171	0.2825676364
1172	0.2824918833
1173	0.2824213649
1174	0.2823701896
1175	0.2823339027
1176	0.2822659279
1177	0.2821641449
1178	0.2820934104
1179	0.2820348927
1180	0.2819407689
1181	0.2818446592
1182	0.2817320188
1183	0.2817154726
1184	0.2816337143
1185	0.2815670305
1186	0.2815112772
1187	0.281477298
1188	0.2814382916
1189	0.2813490121
1190	0.2812798504
1191	0.2812197143
1192	0.2811598951
1193	0.2810956248
1194	0.2810511884
1195	0.2810231708
1196	0.2809513999
1197	0.2808945078
1198	0.2808791831
1199	0.2808460805
1200	0.2807754755
1201	0.280730002
1202	0.2806101825
1203	0.2805904205
1204	0.2805304486
1205	0.2804449675
1206	0.2803836691
1207	0.2803248082
1208	0.2802648328
1209	0.28021539
1210	0.2801103312
1211	0.2800803358
1212	0.2800047298
1213	0.2799686743
1214	0.2798620444
1215	0.2798036176
1216	0.2797800057
1217	0.2796848115
1218	0.2795823749
1219	0.2795505901
1220	0.2794796093
1221	0.2794238153
1222	0.2793770218
1223	0.2793275354
1224	0.2792725229
1225	0.2792314864
1226	0.2791820936
1227	0.2791164361
1228	0.2790553496
1229	0.2790218158
1230	0.2790005648
1231	0.2789200457
1232	0.2788902225
1233	0.2788320177
1234	0.2787544574
1235	0.2787336495
1236	0.278673193
1237	0.278604826
1238	0.2785935945
1239	0.2785544625
1240	0.2785293195
1241	0.2784742895
1242	0.2784366332
1243	0.2783371755
1244	0.278274318
1245	0.2782267543
1246	0.2781308546
1247	0.2780776047
1248	0.2780255979
1249	0.2779654066
1250	0.2779030209
1251	0.2778348124
1252	0.2777705221
1253	0.2777465253
1254	0.2776608161
1255	0.2775929621
1256	0.2775234583
1257	0.2774737429
1258	0.2773897815
1259	0.2773115825
1260	0.2772738334
1261	0.2772401604
1262	0.2771651483
1263	0.277075974
1264	0.2770254551
1265	0.277003717
1266	0.2769432162
1267	0.2767879497
1268	0.2767347688
1269	0.2766755335
1270	0.2766016781
1271	0.2765201246
1272	0.2764771117
1273	0.2763837058
1274	0.2763471552
1275	0.2762918978
1276	0.276220753
1277	0.2761427256
1278	0.2760716598
1279	0.2759936258
1280	0.2759781708
1281	0.2759346153
1282	0.2758587082
1283	0.2757361901
1284	0.2756099673
1285	0.2755217422
1286	0.2754771897
1287	0.27536206
1288	0.2753227119
1289	0.2752508792
1290	0.275211689
1291	0.2751574646
1292	0.2750803063
1293	0.2749554489
1294	0.2748433628
1295	0.27481292
1296	0.2747633855
1297	0.274667043
1298	0.2746245063
1299	0.2745881716
1300	0.2745790408
1301	0.274525772
1302	0.2744721935
1303	0.2744172047
1304	0.2743424191
1305	0.2742687396
1306	0.2742301948
1307	0.2741701774
1308	0.2741165018
1309	0.2740358714
1310	0.2739538082
1311	0.2738744672
1312	0.2738417776
1313	0.2737505387
1314	0.2736767136
1315	0.2736274263
1316	0.2735560693
1317	0.2734774542
1318	0.2734483347
1319	0.2734099816
1320	0.2733359301
1321	0.2732784917
1322	0.2732061014
1323	0.2731793469
1324	0.2731327986
1325	0.2730668004
1326	0.2730331599
1327	0.2730302654
1328	0.2729711039
1329	0.2729298213
1330	0.2728653715
1331	0.2728171092
1332	0.2727203014
1333	0.2726349612
1334	0.2725793213
1335	0.272495208
1336	0.2724077799
1337	0.2723340909
1338	0.2722788236
1339	0.272190134
1340	0.2721440483
1341	0.2720733726
1342	0.2719746052
1343	0.2719336472
1344	0.2718674516
1345	0.271789496
1346	0.2717225443
1347	0.2716696012
1348	0.2716355296
1349	0.2715732364
1350	0.2715493926
1351	0.2714784709
1352	0.2714572695
1353	0.271429895
1354	0.2713909816
1355	0.2713297815
1356	0.2712608762
1357	0.2711999176
1358	0.2711207061
1359	0.2710811022
1360	0.2710297411
1361	0.2710019434
1362	0.270963537
1363	0.2709132486
1364	0.2708843655
1365	0.2708380067
1366	0.2708073211
1367	0.2707750753
1368	0.270722344
1369	0.2706937832
1370	0.2706495879
1371	0.2705801417
1372	0.2705392
1373	0.2704925625
1374	0.2704142475
1375	0.2703533101
1376	0.2703277085
1377	0.2703107112
1378	0.2702521938
1379	0.2701738056
1380	0.2701337232
1381	0.2700824295
1382	0.2700540981
1383	0.2700144524
1384	0.2699585759
1385	0.2699411597
1386	0.2698530059
1387	0.2697853307
1388	0.269693197
1389	0.2696317232
1390	0.2695573692
1391	0.2694888786
1392	0.2694437312
1393	0.2694187649
1394	0.2693852245
1395	0.2693408299
1396	0.2692709464
1397	0.2691919122
1398	0.2691707785
1399	0.2690967111
1400	0.2690381427
1401	0.269025191
1402	0.26894056
1403	0.2689301064
1404	0.2688746357
1405	0.2688436312
1406	0.2688003013
1407	0.2687586104
1408	0.268699347
1409	0.2686117877
1410	0.2685935799
1411	0.26853117
1412	0.268472373
1413	0.2684145111
1414	0.2683246001
1415	0.2683038695
1416	0.2682389658
1417	0.2681538196
1418	0.2681201193
1419	0.2680599827
1420	0.2680352009
1421	0.2679740049
1422	0.267880832
1423	0.2678452544
1424	0.267812422
1425	0.2677248385
1426	0.2676898976
1427	0.2676346983
1428	0.2676063317
1429	0.2675907492
1430	0.2675725761
1431	0.2675468676
1432	0.2674800891
1433	0.2674014592
1434	0.2673211092
1435	0.2672078504
1436	0.2671500337
1437	0.267054302
1438	0.267000414
1439	0.2669467602
1440	0.266913065
1441	0.2668745409
1442	0.266838545
1443	0.2667293206
1444	0.2666713662
1445	0.2666416729
1446	0.2666046627
1447	0.2665652964
1448	0.266508463
1449	0.2664503058
1450	0.2663783139
1451	0.2663469002
1452	0.2662970476
1453	0.2662012441
1454	0.2661698377
1455	0.2660875151
1456	0.2660509021
1457	0.2660180322
1458	0.2659661131
1459	0.2659035741
1460	0.2658646876
1461	0.2657774079
1462	0.2657461711
1463	0.2657124007
1464	0.2656863369
1465	0.2656318458
1466	0.2656109874
1467	0.2655658574
1468	0.2655413535
1469	0.2655032438
1470	0.2654557512
1471	0.265409107
1472	0.2653394757
1473	0.2652730108
1474	0.265216407
1475	0.2651814638
1476	0.2651098309
1477	0.2650790557
1478	0.2650592507
1479	0.2650238021
1480	0.2649616545
1481	0.2649123187
1482	0.2648650689
1483	0.2648100638
1484	0.2647814457
1485	0.2646895066
1486	0.2646286635
1487	0.2645992
1488	0.2645415798
1489	0.2644525191
1490	0.2644292248
1491	0.2643768195
1492	0.2643000189
1493	0.2642244007
1494	0.2642059685
1495	0.2641712513
1496	0.2640884938
1497	0.2640477312
1498	0.2640029377
1499	0.2639363877
1500	0.2638951046
1501	0.2638275335
1502	0.2637581881
1503	0.2637356297
1504	0.2636903092
1505	0.2636635051
1506	0.2636042454
1507	0.2635444957
1508	0.2634517154
1509	0.2633653604
1510	0.2632841363
1511	0.2632285318
1512	0.2631579039
1513	0.2631241793
