iter	Passed	Remaining
239	70	809
240	70	809
241	70	808
242	71	808
243	71	808
244	71	807
245	72	808
246	72	808
247	72	808
248	73	807
249	73	807
250	73	807
251	73	806
252	74	806
253	74	805
254	74	805
255	75	805
256	75	805
257	75	804
258	75	804
259	76	803
260	76	803
261	76	802
262	77	801
263	77	800
264	77	800
265	77	800
266	78	799
267	78	799
268	78	799
269	79	798
270	79	798
271	79	798
272	79	797
273	80	797
274	80	797
275	80	796
276	81	797
277	81	796
278	81	796
279	81	796
280	82	795
281	82	795
282	82	795
283	83	795
284	83	795
285	83	794
286	84	795
287	84	794
288	84	794
289	84	794
290	85	793
291	85	793
292	85	792
293	86	791
294	86	791
295	86	791
296	86	791
297	87	791
298	87	790
299	87	790
300	88	789
301	88	789
302	88	789
303	88	788
304	89	788
305	89	790
306	90	789
307	90	789
308	90	789
309	90	788
310	91	788
311	91	788
312	91	787
313	92	788
314	92	787
315	92	787
316	93	787
317	93	786
318	93	786
319	93	786
320	94	786
321	94	786
322	94	786
323	95	785
324	96	792
325	96	791
326	96	791
327	97	791
328	97	790
329	97	790
330	97	789
331	98	788
332	98	788
333	98	787
334	99	787
335	99	787
336	99	787
337	99	786
338	100	786
339	100	785
340	100	785
341	100	784
342	101	784
343	101	783
344	101	783
345	102	782
346	102	781
347	102	781
348	103	782
349	103	783
350	103	782
351	103	782
352	104	781
353	104	781
354	104	780
355	105	781
356	105	781
357	105	780
358	106	780
359	106	780
360	106	779
361	106	778
362	107	778
363	107	778
364	107	778
365	108	777
366	108	777
367	108	777
368	108	776
369	109	777
370	109	777
371	109	776
372	110	776
373	110	775
374	110	775
375	111	775
376	111	774
377	111	774
378	111	773
379	112	773
380	112	772
381	112	772
382	113	772
383	113	771
384	113	771
385	113	771
386	114	771
387	114	770
388	114	770
389	115	770
390	115	769
391	115	769
392	115	768
393	116	768
394	116	767
395	116	767
396	116	766
397	117	765
398	117	765
399	117	765
400	118	764
401	118	764
402	118	764
403	118	763
404	119	763
405	119	762
406	119	762
407	119	761
408	120	761
409	120	761
410	120	761
411	121	760
412	121	760
413	121	759
414	121	759
415	122	759
416	122	758
417	122	759
418	123	758
419	123	758
420	123	757
421	123	757
422	124	756
423	124	756
424	124	755
425	124	755
426	125	754
427	125	754
428	125	753
429	126	753
430	126	752
431	126	752
432	126	751
433	127	751
434	127	750
435	127	750
436	127	750
437	128	749
438	128	749
439	128	748
440	128	748
441	129	747
442	129	747
443	129	746
444	129	746
445	130	745
446	130	745
447	130	745
448	131	745
449	131	744
450	131	744
451	131	743
452	132	743
453	132	742
454	132	742
455	132	741
456	133	741
457	133	740
458	133	739
459	133	739
460	134	739
461	134	738
462	134	738
463	134	737
464	135	737
465	135	736
466	135	736
467	136	736
468	136	735
469	136	735
470	136	734
471	137	734
472	137	734
473	137	733
474	137	733
475	138	732
476	138	732
477	138	731
478	138	731
479	139	730
480	139	730
481	139	729
482	139	729
483	140	728
484	140	728
485	140	727
486	140	727
487	141	727
488	141	727
489	141	727
490	142	726
491	142	726
492	142	726
493	143	725
494	143	725
495	143	725
496	143	724
497	144	724
498	144	724
499	144	723
500	145	723
501	145	723
502	145	722
503	145	722
504	146	721
505	146	721
506	146	721
507	147	722
508	147	721
509	147	721
510	148	721
511	148	720
512	148	720
513	148	719
514	149	719
515	149	718
516	149	718
517	149	718
518	150	718
519	150	717
520	150	717
521	150	716
522	151	716
523	151	715
524	151	715
525	152	715
526	152	714
527	152	714
528	152	713
529	153	713
530	153	713
531	153	712
532	153	712
533	154	712
534	154	712
535	154	711
536	155	711
537	155	710
538	155	710
539	155	710
540	156	709
541	156	709
542	156	708
543	157	709
544	157	708
545	157	708
546	157	707
547	158	707
548	158	707
549	158	707
550	159	706
551	159	706
552	159	706
553	159	705
554	160	705
555	160	705
556	160	704
557	160	704
558	161	704
559	161	703
560	161	703
561	162	703
562	162	702
563	162	702
564	162	702
565	163	702
566	163	701
567	163	701
568	164	700
569	164	700
570	164	700
571	164	700
572	165	699
573	165	699
574	165	699
575	166	699
576	166	698
577	166	698
578	167	698
579	167	698
580	167	698
581	167	697
582	168	697
583	168	697
584	168	696
585	169	696
586	169	696
587	169	695
588	169	695
589	170	695
590	170	695
591	170	694
592	171	694
593	171	694
594	171	693
595	171	693
596	172	693
597	172	692
598	172	692
599	173	692
600	173	691
601	173	691
602	173	690
603	174	690
604	174	690
605	174	690
606	175	690
607	175	690
608	175	689
609	175	689
610	176	688
611	176	688
612	176	688
613	177	687
614	177	687
615	177	687
616	178	689
617	178	689
618	179	689
619	179	688
620	179	689
621	180	688
622	180	688
623	180	688
624	181	687
625	181	687
626	181	687
627	181	687
628	182	686
629	182	686
630	182	686
631	183	686
632	183	685
633	183	685
634	184	685
635	184	685
636	184	685
637	185	685
638	185	684
639	185	684
640	185	684
641	186	683
642	186	684
643	187	684
644	187	684
645	187	683
646	187	683
647	188	683
648	188	683
649	189	683
650	189	682
651	189	682
652	189	682
653	190	682
654	190	681
655	190	681
656	190	680
657	191	680
658	191	680
659	191	679
660	192	679
661	192	679
662	192	678
663	192	678
664	193	678
665	193	677
666	193	677
667	193	676
668	194	676
669	194	676
670	194	676
671	195	675
672	195	675
673	195	675
674	195	674
675	196	674
676	196	673
677	196	673
678	196	673
679	197	673
680	197	672
681	197	672
682	198	672
683	198	671
684	198	671
685	198	671
686	199	670
687	199	670
688	199	670
689	200	669
690	200	670
691	200	669
692	201	669
693	201	669
694	201	669
695	202	670
696	202	670
697	203	669
698	203	669
699	203	669
700	204	669
701	204	668
702	204	668
703	204	667
704	205	667
705	205	667
706	205	666
707	205	666
708	206	666
709	206	665
710	206	665
711	206	664
712	207	664
713	207	664
714	207	663
715	208	663
716	208	663
717	208	663
718	208	662
719	209	662
720	209	662
721	209	661
722	209	661
723	210	660
724	210	660
725	210	660
726	211	659
727	211	659
728	211	659
729	211	658
730	212	658
731	212	657
732	212	657
733	212	657
734	213	656
735	213	656
736	213	656
737	214	655
738	214	655
739	214	655
740	214	654
741	215	654
742	215	654
743	215	654
744	215	653
745	216	653
746	216	653
747	216	652
748	217	652
749	217	652
750	217	651
751	217	651
752	218	651
753	218	651
754	219	651
755	219	651
756	219	651
757	220	650
758	220	650
759	220	651
760	221	651
761	221	650
762	221	650
763	222	649
764	222	649
765	222	649
766	222	649
767	223	648
768	223	648
769	223	648
770	224	647
771	224	647
772	224	647
773	225	647
774	225	646
775	225	646
776	225	646
777	226	645
778	226	645
779	226	645
780	226	644
781	227	644
782	227	644
783	227	643
784	228	643
785	228	643
786	228	643
787	229	642
788	229	642
789	229	642
790	229	641
791	230	641
792	230	641
793	230	640
794	230	640
795	231	640
796	231	639
797	231	639
798	232	639
799	232	638
800	232	638
801	232	638
802	233	637
803	233	637
804	234	639
805	234	639
806	235	640
807	235	640
808	236	639
809	236	639
810	236	639
811	237	639
812	237	639
813	237	638
814	238	638
815	238	638
816	238	637
817	238	637
818	239	637
819	239	636
820	239	636
821	239	635
822	240	635
823	240	635
824	240	635
825	241	634
826	241	634
827	241	634
828	242	633
829	242	633
830	242	633
831	242	632
832	243	632
833	243	632
834	243	631
835	243	631
836	244	631
837	244	630
838	244	630
839	245	630
840	245	629
841	245	629
842	245	629
843	246	628
844	246	628
845	246	628
846	247	627
847	247	627
848	247	627
849	247	627
850	248	626
851	248	626
852	248	626
853	249	626
854	249	626
855	249	625
856	250	625
857	250	625
858	250	624
859	251	624
860	251	624
861	251	623
862	251	623
863	252	623
864	252	622
865	252	622
866	252	622
867	253	621
868	253	621
869	253	621
870	254	621
871	254	620
872	254	620
873	255	620
874	255	620
875	255	619
876	255	619
877	256	619
878	256	618
879	256	618
880	256	618
881	257	617
882	257	617
883	257	616
884	258	616
885	258	616
886	258	615
887	258	615
888	259	615
889	259	615
890	259	614
891	259	614
892	260	613
893	260	613
894	260	613
895	260	612
896	261	612
897	261	612
898	261	612
899	262	611
900	262	611
901	262	611
902	262	610
903	263	611
904	264	611
905	264	611
906	264	611
907	265	612
908	265	611
909	266	611
910	266	611
911	266	610
912	267	610
913	267	610
914	267	609
915	267	609
916	268	609
917	268	608
918	268	608
919	269	608
920	269	607
921	269	607
922	269	607
923	270	606
924	270	606
925	271	607
926	271	607
927	271	607
928	272	606
929	272	606
930	272	606
931	272	605
932	273	605
933	273	605
934	273	604
935	274	604
936	274	603
937	274	603
938	274	603
939	275	603
940	275	602
941	275	602
942	276	602
943	276	601
944	276	601
945	276	600
946	277	600
947	277	600
948	277	600
949	277	599
950	278	599
951	278	599
952	278	598
953	278	598
954	279	597
955	279	597
956	279	597
957	280	596
958	280	596
959	280	596
960	280	596
961	281	595
962	281	595
963	282	595
964	282	595
965	282	595
966	282	594
967	283	594
968	283	594
969	283	593
970	284	593
971	284	593
972	284	592
973	284	592
974	285	592
975	285	591
976	285	591
977	285	591
978	286	590
979	286	590
980	286	590
981	286	589
982	287	589
983	287	588
984	287	588
985	287	588
986	288	587
987	288	587
988	288	586
989	288	586
990	289	586
991	289	586
992	290	586
993	290	586
994	290	585
995	290	585
996	291	585
997	291	584
998	291	584
999	292	584
1000	292	583
1001	292	583
1002	292	583
1003	293	582
1004	293	582
1005	293	582
1006	294	582
1007	294	581
1008	294	581
1009	294	581
1010	295	581
1011	295	580
1012	295	580
1013	296	580
1014	296	579
1015	296	579
1016	297	579
1017	297	578
1018	297	578
1019	297	578
1020	298	578
1021	298	577
1022	298	577
1023	299	577
1024	299	576
1025	299	576
1026	299	576
1027	300	575
1028	300	575
1029	300	575
1030	301	574
1031	301	574
1032	301	574
1033	301	574
1034	302	573
1035	302	573
1036	302	573
1037	303	572
1038	303	572
1039	303	572
1040	303	572
1041	304	571
1042	304	571
1043	304	570
1044	305	570
1045	305	570
1046	305	569
1047	305	569
1048	306	569
1049	306	568
1050	306	568
1051	306	568
1052	307	568
1053	307	567
1054	307	567
1055	308	567
1056	308	566
1057	308	566
1058	308	566
1059	309	565
1060	309	565
1061	309	565
1062	310	565
1063	310	564
1064	310	564
1065	311	564
1066	311	564
1067	311	563
1068	311	563
1069	312	562
1070	312	562
1071	312	562
1072	312	562
1073	313	561
1074	313	561
1075	313	561
1076	314	561
1077	314	560
1078	314	560
1079	314	559
1080	315	559
1081	315	559
1082	315	559
1083	316	558
1084	316	558
1085	316	558
1086	316	557
1087	317	557
1088	317	557
1089	317	556
1090	317	556
1091	318	556
1092	318	555
1093	318	555
1094	319	555
1095	319	554
1096	319	554
1097	319	554
1098	320	553
1099	320	553
1100	320	553
1101	320	552
1102	321	552
1103	321	552
1104	321	551
1105	322	551
1106	322	551
1107	322	551
1108	323	550
1109	323	550
1110	323	550
1111	323	549
1112	324	549
1113	324	549
1114	324	549
1115	325	548
1116	325	548
1117	325	548
1118	326	548
1119	326	548
1120	326	547
1121	327	547
1122	327	547
1123	327	547
1124	327	546
1125	328	546
1126	328	546
1127	328	545
1128	329	545
1129	329	545
1130	329	544
1131	330	544
1132	330	544
1133	330	543
1134	330	543
1135	331	543
1136	331	542
1137	331	542
1138	331	542
1139	332	541
1140	332	541
1141	332	541
1142	332	540
1143	333	540
1144	333	540
1145	333	540
1146	334	539
1147	334	539
1148	334	539
1149	334	538
1150	335	538
1151	335	538
1152	335	537
1153	335	537
1154	336	537
1155	336	536
1156	336	536
1157	337	536
1158	337	536
1159	337	535
1160	338	535
1161	338	535
1162	338	534
1163	338	534
1164	339	534
1165	339	533
1166	339	533
1167	340	533
1168	340	533
1169	340	532
1170	340	532
1171	341	532
1172	341	531
1173	341	531
1174	342	531
1175	342	530
1176	342	530
1177	342	530
1178	343	529
1179	343	529
1180	343	529
1181	343	528
1182	344	528
1183	344	528
1184	344	527
1185	344	527
1186	345	527
1187	345	526
1188	345	526
1189	345	526
1190	346	525
1191	346	525
1192	346	525
1193	347	524
1194	347	524
1195	347	524
1196	347	524
1197	348	523
1198	348	523
1199	348	523
1200	348	522
1201	349	522
1202	349	522
1203	349	521
1204	350	521
1205	350	521
1206	350	520
1207	350	520
1208	351	520
1209	351	519
1210	351	519
1211	352	519
1212	352	519
1213	352	518
1214	352	518
1215	353	518
1216	353	517
1217	353	517
1218	354	517
1219	354	517
1220	354	516
1221	354	516
1222	355	516
1223	355	515
1224	355	515
1225	355	515
1226	356	514
1227	356	514
1228	356	514
1229	357	513
1230	357	513
1231	357	513
1232	357	512
1233	358	512
1234	358	512
1235	358	511
1236	359	511
1237	359	511
1238	359	511
1239	359	510
1240	360	510
1241	360	510
1242	360	509
1243	360	509
1244	361	509
1245	361	508
1246	361	508
1247	361	508
1248	362	507
1249	362	507
1250	362	507
1251	363	507
1252	363	506
1253	363	506
1254	364	506
1255	364	505
1256	364	505
1257	364	505
1258	365	504
1259	365	504
1260	365	504
1261	366	504
1262	366	503
1263	366	503
1264	366	503
1265	367	502
1266	367	502
1267	367	502
1268	367	501
1269	368	501
1270	368	501
1271	368	501
1272	369	500
1273	369	500
1274	369	500
1275	370	499
1276	370	499
1277	370	499
1278	370	498
1279	371	498
1280	371	498
1281	371	498
1282	371	497
1283	372	497
1284	372	497
1285	372	496
1286	373	496
1287	373	496
1288	373	496
1289	374	495
1290	374	495
1291	374	495
1292	375	495
1293	375	494
1294	375	494
1295	375	494
1296	376	494
1297	376	493
1298	376	493
1299	377	493
1300	377	492
1301	377	492
1302	377	492
1303	378	491
1304	378	491
1305	378	491
1306	379	490
1307	379	490
1308	379	490
1309	379	490
1310	380	489
1311	380	489
1312	380	489
1313	380	488
1314	381	488
1315	381	488
1316	381	487
1317	381	487
1318	382	487
1319	382	486
1320	382	486
1321	383	486
1322	383	485
1323	383	485
1324	383	485
1325	384	484
1326	384	484
1327	384	484
1328	384	484
1329	385	483
1330	385	483
1331	385	483
1332	386	483
1333	386	482
1334	386	482
1335	387	482
1336	387	481
1337	387	481
1338	387	481
1339	388	480
1340	388	480
1341	388	480
1342	389	479
1343	389	479
1344	389	479
1345	389	478
1346	390	478
1347	390	478
1348	390	478
1349	390	477
1350	391	477
1351	391	477
1352	391	476
1353	392	476
1354	392	476
1355	392	476
1356	392	475
1357	393	475
1358	393	475
1359	393	474
1360	393	474
1361	394	474
1362	394	473
1363	394	473
1364	395	473
1365	395	472
1366	395	472
1367	395	472
1368	396	471
1369	396	471
1370	396	471
1371	396	470
1372	397	470
1373	397	470
1374	397	469
1375	397	469
1376	398	469
1377	398	468
1378	398	468
1379	399	468
1380	399	468
1381	399	467
1382	399	467
1383	400	467
1384	400	466
1385	400	466
1386	400	466
1387	401	465
1388	401	465
1389	401	465
1390	402	465
1391	402	464
1392	402	464
1393	402	464
1394	403	463
1395	403	463
1396	403	463
1397	404	463
1398	404	462
1399	404	462
1400	405	462
1401	405	462
1402	405	461
1403	405	461
1404	406	461
1405	406	460
1406	406	460
1407	406	460
1408	407	459
1409	407	459
1410	407	459
1411	408	458
1412	408	458
1413	408	458
1414	408	457
1415	409	457
1416	409	457
1417	409	456
1418	409	456
1419	410	456
1420	410	456
1421	410	455
1422	411	455
1423	411	455
1424	411	454
1425	411	454
1426	412	454
1427	412	453
1428	412	453
1429	412	453
1430	413	452
1431	413	452
1432	413	452
1433	413	452
1434	414	451
1435	414	451
1436	414	451
1437	415	450
1438	415	450
1439	415	450
1440	415	450
1441	416	449
1442	416	449
1443	416	449
1444	417	448
1445	417	448
1446	417	448
1447	417	447
1448	418	447
1449	418	447
1450	418	446
1451	418	446
1452	419	446
1453	419	445
1454	419	445
1455	419	445
1456	420	444
1457	420	444
1458	420	444
1459	420	443
1460	421	443
1461	421	443
1462	421	443
1463	421	442
1464	422	442
1465	422	442
1466	422	441
1467	423	441
1468	423	441
1469	423	440
1470	423	440
1471	424	440
1472	424	439
1473	424	439
1474	425	439
1475	425	439
1476	425	438
1477	425	438
1478	426	438
1479	426	437
1480	426	437
1481	426	437
1482	427	437
1483	427	436
1484	427	436
1485	428	436
1486	428	435
1487	428	435
1488	428	435
1489	429	434
1490	429	434
1491	429	434
1492	430	434
1493	430	433
1494	430	433
1495	430	433
1496	431	432
1497	431	432
1498	431	432
1499	431	431
1500	432	431
1501	432	431
1502	432	430
1503	432	430
1504	433	430
1505	433	430
1506	433	429
1507	434	429
1508	434	429
1509	434	428
1510	434	428
1511	435	428
1512	435	428
1513	436	428
1514	436	427
1515	436	427
1516	437	427
1517	437	427
1518	437	426
1519	437	426
1520	438	426
1521	438	425
1522	438	425
1523	439	425
1524	439	424
1525	439	424
1526	439	424
1527	440	424
1528	440	423
1529	440	423
1530	440	423
1531	441	422
1532	441	422
1533	441	422
1534	442	421
1535	442	421
1536	442	421
1537	442	421
1538	443	420
1539	443	420
1540	443	420
1541	444	420
1542	444	419
1543	444	419
1544	445	419
1545	445	418
1546	445	418
1547	446	418
1548	446	418
1549	446	417
1550	446	417
1551	447	417
1552	447	416
1553	447	416
1554	448	416
1555	448	416
1556	448	415
1557	448	415
1558	449	415
1559	449	414
1560	449	414
1561	449	414
1562	450	413
1563	450	413
1564	450	413
1565	451	412
1566	451	412
1567	451	412
1568	451	412
1569	452	411
1570	452	411
1571	452	411
1572	452	410
1573	453	410
1574	453	410
1575	453	409
1576	454	409
1577	454	409
1578	454	409
1579	454	408
1580	455	408
1581	455	408
1582	455	408
1583	456	407
1584	456	407
1585	456	407
1586	457	406
1587	457	406
1588	457	406
1589	457	406
1590	458	405
1591	458	405
1592	458	405
1593	459	404
1594	459	404
1595	459	404
1596	459	404
1597	460	403
1598	460	403
1599	460	403
1600	461	402
1601	461	402
1602	461	402
1603	461	401
1604	462	401
1605	462	401
1606	462	401
1607	463	400
1608	463	400
1609	463	400
1610	463	400
1611	464	399
1612	464	399
1613	464	399
1614	465	398
1615	465	398
1616	465	398
1617	465	397
1618	466	397
1619	466	397
1620	466	397
1621	467	396
1622	467	396
1623	467	396
1624	468	396
1625	468	395
1626	468	395
1627	469	395
1628	469	395
1629	469	394
1630	470	394
1631	470	394
1632	470	394
1633	471	393
1634	471	393
1635	471	393
1636	471	392
1637	472	392
1638	472	392
1639	472	392
1640	472	391
1641	473	391
1642	473	391
1643	473	390
1644	474	390
1645	474	390
1646	474	389
1647	474	389
1648	475	389
1649	475	388
1650	475	388
1651	475	388
1652	476	388
1653	476	387
1654	476	387
1655	477	387
1656	477	386
1657	477	386
1658	478	386
1659	478	386
1660	478	385
1661	478	385
1662	479	385
1663	479	384
1664	479	384
1665	479	384
1666	480	383
1667	480	383
1668	480	383
1669	481	383
1670	481	382
1671	481	382
1672	482	382
1673	482	382
1674	482	381
1675	483	381
1676	483	381
1677	483	381
1678	483	380
1679	484	380
1680	484	380
1681	484	379
1682	485	379
1683	485	379
1684	485	379
1685	485	378
1686	486	378
1687	486	378
1688	486	377
1689	487	377
1690	487	377
1691	487	376
1692	487	376
1693	488	376
1694	488	376
1695	488	375
1696	488	375
1697	489	375
1698	489	374
1699	489	374
1700	490	374
1701	490	373
1702	490	373
1703	490	373
1704	491	373
1705	491	372
1706	491	372
1707	491	372
1708	492	371
1709	492	371
1710	492	371
1711	493	370
1712	493	370
1713	493	370
1714	493	370
1715	494	369
1716	494	369
1717	495	369
1718	495	369
1719	495	368
1720	495	368
1721	496	368
1722	496	367
1723	496	367
1724	497	367
1725	497	367
1726	497	366
1727	498	366
1728	498	366
1729	498	366
1730	498	365
1731	499	365
1732	499	365
1733	499	364
1734	500	364
1735	500	364
1736	500	364
1737	501	363
1738	501	363
1739	501	363
1740	501	362
1741	502	362
1742	502	362
1743	502	362
1744	503	361
1745	503	361
1746	503	361
1747	504	361
1748	504	360
1749	504	360
1750	504	360
1751	505	359
1752	505	359
1753	505	359
1754	505	358
1755	506	358
1756	506	358
1757	506	358
1758	507	357
1759	507	357
1760	507	357
1761	507	356
1762	508	356
1763	508	356
1764	508	355
1765	509	355
1766	509	355
1767	509	355
1768	509	354
1769	510	354
1770	510	354
1771	510	353
1772	510	353
1773	511	353
1774	511	352
1775	511	352
1776	511	352
1777	512	352
1778	512	351
1779	512	351
1780	513	351
1781	513	351
1782	513	350
1783	514	350
1784	514	350
1785	514	349
1786	515	349
1787	515	349
1788	515	349
1789	516	348
1790	516	348
1791	516	348
1792	516	347
1793	517	347
1794	517	347
1795	517	347
1796	517	346
1797	518	346
1798	518	346
1799	518	345
1800	518	345
1801	519	345
1802	519	344
1803	519	344
1804	520	344
1805	520	344
1806	520	343
1807	520	343
1808	521	343
1809	521	342
1810	521	342
1811	522	342
1812	522	341
1813	522	341
1814	522	341
1815	523	341
1816	523	340
1817	523	340
1818	524	340
1819	524	340
1820	524	339
1821	524	339
1822	525	339
1823	525	338
1824	525	338
1825	525	338
1826	526	337
1827	526	337
1828	526	337
1829	526	336
1830	527	336
1831	527	336
1832	527	336
1833	528	335
1834	528	335
1835	528	335
1836	528	334
1837	529	334
1838	529	334
1839	529	333
1840	530	333
1841	530	333
1842	530	333
1843	530	332
1844	531	332
1845	531	332
1846	531	331
1847	531	331
1848	532	331
1849	532	330
1850	532	330
1851	532	330
1852	533	330
1853	533	329
1854	533	329
1855	534	329
1856	534	328
1857	534	328
1858	534	328
1859	535	328
1860	535	327
1861	535	327
1862	536	327
1863	536	326
1864	536	326
1865	536	326
1866	537	325
1867	537	325
1868	537	325
1869	538	325
1870	538	324
1871	538	324
1872	538	324
1873	539	324
1874	539	323
1875	539	323
1876	540	323
1877	540	322
1878	540	322
1879	540	322
1880	541	321
1881	541	321
1882	541	321
1883	541	321
1884	542	320
1885	542	320
1886	542	320
1887	543	319
1888	543	319
1889	543	319
1890	543	319
1891	544	318
1892	544	318
1893	544	318
1894	545	317
1895	545	317
1896	545	317
1897	545	316
1898	546	316
1899	546	316
1900	546	316
1901	546	315
1902	547	315
1903	547	315
1904	547	314
1905	548	314
1906	548	314
1907	548	314
1908	548	313
1909	549	313
1910	549	313
1911	549	312
1912	550	312
1913	550	312
1914	550	311
1915	550	311
1916	551	311
1917	551	311
1918	551	310
1919	551	310
1920	552	310
1921	552	309
1922	552	309
1923	553	309
1924	553	308
1925	553	308
1926	553	308
1927	554	308
1928	554	307
1929	554	307
1930	555	307
1931	555	307
1932	555	306
1933	555	306
1934	556	306
1935	556	305
1936	556	305
1937	557	305
1938	557	304
1939	557	304
1940	557	304
1941	558	304
1942	558	303
1943	558	303
1944	559	303
1945	559	302
1946	559	302
1947	559	302
1948	560	302
1949	560	301
1950	560	301
1951	561	301
1952	561	301
1953	561	300
1954	562	300
1955	562	300
1956	562	299
1957	563	299
1958	563	299
1959	563	299
1960	563	298
1961	564	298
1962	564	298
1963	564	298
1964	565	297
1965	565	297
1966	565	297
1967	566	296
1968	566	296
1969	566	296
1970	566	295
1971	567	295
1972	567	295
1973	567	294
1974	567	294
1975	568	294
1976	568	294
1977	568	293
1978	568	293
1979	569	293
1980	569	292
1981	569	292
1982	569	292
1983	570	291
1984	570	291
1985	570	291
1986	571	291
1987	571	290
1988	571	290
1989	571	290
1990	572	289
1991	572	289
1992	572	289
1993	573	289
1994	573	288
1995	573	288
1996	574	288
1997	574	288
1998	574	287
1999	574	287
2000	575	287
2001	575	286
2002	575	286
2003	575	286
2004	576	285
2005	576	285
2006	577	285
2007	577	285
2008	577	284
2009	577	284
2010	578	284
2011	578	284
2012	578	283
2013	579	283
2014	579	283
2015	579	282
2016	580	282
2017	580	282
2018	580	282
2019	581	281
2020	581	281
2021	581	281
2022	581	281
2023	582	280
2024	582	280
2025	582	280
2026	583	279
2027	583	279
2028	583	279
2029	583	278
2030	584	278
2031	584	278
2032	584	278
2033	584	277
2034	585	277
2035	585	277
2036	585	276
2037	586	276
2038	586	276
2039	586	276
2040	587	275
2041	587	275
2042	587	275
2043	588	275
2044	588	274
2045	588	274
2046	588	274
2047	589	273
2048	589	273
2049	589	273
2050	589	272
2051	590	272
2052	590	272
2053	590	272
2054	591	271
2055	591	271
2056	591	271
2057	592	270
2058	592	270
2059	592	270
2060	592	270
2061	593	269
2062	593	269
2063	593	269
2064	593	268
2065	594	268
2066	594	268
2067	594	268
2068	595	267
2069	595	267
2070	595	267
2071	595	266
2072	596	266
2073	596	266
2074	596	265
2075	596	265
2076	597	265
2077	597	265
2078	597	264
2079	597	264
2080	598	264
2081	599	264
2082	599	263
2083	599	263
2084	599	263
2085	600	262
2086	600	262
2087	600	262
2088	600	262
2089	601	261
2090	601	261
2091	601	261
2092	602	261
2093	602	260
2094	602	260
2095	603	260
2096	603	259
2097	603	259
2098	603	259
2099	604	258
2100	604	258
2101	604	258
2102	604	257
2103	605	257
2104	605	257
2105	605	257
2106	605	256
2107	606	256
2108	606	256
2109	606	255
2110	607	255
2111	607	255
2112	607	255
2113	608	254
2114	608	254
2115	608	254
2116	609	254
2117	609	253
2118	609	253
2119	610	253
2120	610	252
2121	610	252
2122	610	252
2123	611	252
2124	611	251
2125	611	251
2126	611	251
2127	612	250
2128	612	250
2129	613	250
2130	613	250
2131	613	249
2132	613	249
2133	614	249
2134	614	248
2135	614	248
2136	614	248
